bilhetes	ticket
antigos	ancient (related to ancient times)
fores	to go (to move to a destination)
digitais	digital/ having to do with the fingers or toes
juntas	joint (part of the body where two bones join)
atender	to answer (the phone/ the door)
dores	pain (physical or emotional)
rock	rock (style of music)
passagem	passage (act of passing)
gordo	fat/ obese (carrying a high amount of fat within one's body)
possam	to be able to/ can (to have the ability to)
pensando	to think (communicate to oneself in one’s mind)
cura	to cure/ to heal (restore to health)
demónio	demon
madame	madam (polite term of address to a woman)
responde	to answer/ to reply (to give a written or spoken response)
deseja	to wish
revisão	revision
sentar	to seat
lixe	to sand (with sandpaper)
roubado	robbed (having had a possession stolen)
bolso	pocket
chegue	to arrive (at)/ to reach (to conclude moving to a destination)
suficientemente	sufficiently
vermelha	red (having red as its color)
quilómetros	European Portuguese standard spelling of quilômetro
fazer-me
esquisito	strange/ weird (not normal)
talento	talent (Classical unit of weight and money)
identidade	identity
formas	form/ shape (the visible structure of a thing)
uau	wow (exclamation of amazement)
ouviram	to hear (to perceive with the ear/ without necessarily paying…
telhado	roof
proposta	proposal
parou	to stop (to no longer move)
campanha	campaign (series of operations undertaken to achieve a set goal)
tiros	the act of shooting
iguais	equal
josh
city
secreto	secret
levaram	to take (to move something to a destination)
página	page (piece of paper)
ambulância	ambulance
fechado	to close
srta	abbreviation of senhorita
conhecem	to know (be acquainted or familiar with)
século	century (time)
discussão	discussion
noutro	contraction of em + outro/ literally “in other/ in another…
identificação	identification
contei	to tell (to convey given information)
taylor	a surname in English
morgan
and
ferro	iron (metal)
to	contraction of te + o/ literally “him/it to you (familiar singular)”
nasceu	to be born
ambas	both
motor	motive
senador	senator (member of the senate)
chegámos	to arrive (at)/ to reach (to conclude moving to a destination)
chateado	to annoy/ pester/ peeve
humor	mood (mental state)
assassinos	murderous
nojento	disgusting/ gross
jones
artista	artist
enviou	to send
falámos	to speak/ to talk (to say words out loud)
bebés	baby
difíceis	difficult/ hard/ unlikely
tiveres	to be (indicates location in space)
mínimo	minimum (to the lowest degree)
amas	to love/ to have great affection for
urso	bear (a member of the family Ursidae)
danos	plural of dano
estivemos	to be (indicates location in space)
terreno	terrene/ material/ earthly/ worldly
vivem	to live/ to have life
experimentar	to experience
dorme	to sleep/ to be asleep (to rest in a state of reduced consciousness)
red
terminou	to finish/ to complete (to reach the end of an activity)
permitir	to permit/ to allow/ to let
brincadeira	game/ play
chamou	to call/ to summon (to ask someone to come)
canto	to sing (express sounds musically through the voice)
acabou-se
completa	to complete
b	The second letter of the Portuguese alphabet/ called bê and…
canal	ditch
van	van (a covered vehicle used for carrying goods)
haveria	there be/ exist
certas	right/ correct (not containing errors)
quartos	fourth
atravessar	to put across
levo	first-person singular present indicative of levar/ "I take"
bruxa	wizard
sinceramente	sincerely
vejamos	to see/ to observe (to perceive with one’s eyes)
directo	pre-reform spelling (used until 1943 in Brazil and 1990 in…
sofá	sofa (upholstered furniture/ with back and arms/ where people sit)
episódio	episode (all senses)
solo	soil/ ground
perante	beside
irmãs	sister
festas	party
fim-de-semana	weekend (break in the working week)
apanhou	to collect/ gather
professora	teacher (a person who teaches professionally)
bando	band (group of people)
levar-te
julia
regresso	return (act of returning)
convidado	to invite (ask for the presence or participation of someone)
disco	disc (a thin/ flat/ circular plate)
alegria	joy/ happiness
ilegal	illegal/ unlawful (forbidden by the law)
rose
parado	to stop (to no longer move)
hank
roger
amizade	friendship
governador	governor
presentes	present (pertaining to the curent time)
chame	to call/ to summon (to ask someone to come)
kim	a male given name
coma	to eat
permissão	permission (act of allowing)
lados	side
criminoso	criminal (person guilty of a crime/ breaking the law)
smith
correio	mail (regular delivery of letters and small parcels)
gigante	huge/ gigantic
robin
adora	to love (to have a great admiration or affection for something or…
começamos	to start/ to begin/ to commence
confortável	comfortable
consiga	to get/ obtain
acordado	to awake/ to wake up (to stop sleeping)
ligue	to link/ to connect/ to join (to put things together so they work…
carregar	to carry
estragar	to spoil/ to damage/ to corrupt/ to ruin/ to break
victor	a male given name/ equivalent to English Victor
pesadelo	nightmare
facilmente	easily
defender	to defend (repel an attack)
ena	expresses surprise
tripulação	crew
queda	a fall
der	to give
m	The thirteenth letter of the Portuguese alphabet/ written in the…
clara	a female given name/ equivalent to English Clara or Claire
alarme	to alarm
pó	powder
santa	holy/ sacred
milagre	miracle (wonderful event attributed to supernatural powers)
cheque	cheque/ check
alemães	German (of or relating to Germany)
jornais	newspaper
teatro	theater (a place or building/ consisting of a stage and seating/…
convidados	to invite (ask for the presence or participation of someone)
explica	to explain
zangada	past participle of zangar
capacidade	capacity (the ability to hold/ receive or absorb)
entrega	delivery
período	period (interval of time)
estômago	stomach (organ that stores food)
provável	likely/ probable
estranhos	odd/ strange (not normal)
adorável	adorable/ lovely
acampamento	camp
ficaste	to become/ to get/ to end up
china	China (a country in eastern Asia)
cela	cell (small room or compartment)
americana	a municipality of São Paulo/ Brazil
moda	fashion (current (constantly changing) trend/ favored for…
enganar	to deceive
madeira	wood (substance making up the central part of the trunk and…
garganta	throat (posterior region of the oral cavity)
fá-lo
jeff
acusação	accusation
planear	European Portuguese standard form of planejar
brancos	white (color)
continuas	to continue/ to go on (with) (to not stop)
importa-se
matar-te
ambiente	ambient/ surrounding
chegaste	to arrive (at)/ to reach (to conclude moving to a destination)
calmo	alternative form of acalmar
bravo	angry/ furious/ annoyed
eh	alternative spelling of é (“is”)
soa	make a sound
chloe
garagem	garage (place to store a car)
assustado	shy/ timid
libertar	to free/ liberate (make free)
afastem-se
montanhas	mountain
adoro-te
cave	cellar
advogados	lawyer (individual trained in Law and legally qualified to…
aumentar	to increase (become larger)
dava	to give
aposta	to bet (to make a guess about the outcome of an event)
casada	to marry
reserva	to reserve (to keep in store for future or special use)
erva	herb
retirar	to take away (to remove something and put it in a different place)
negros	black (the darkest colour)
cala	inflection of calar:
somente	just/ only/ merely
fazeres	to make
promessa	promise/ vow
gasolina	petrol / gasoline
patrick
ouço	to hear (to perceive with the ear/ without necessarily paying…
jackie
gary
ganhei	to win (to achieve victory in a game/ a war/ etc)
versão	pouring (act or effect of pouring)
t	The twentieth letter of the Portuguese alphabet/ written in the…
sorriso	smile (a happy face expression using mouth/ but without producing…
relaxa	inflection of relaxar:
campeão	champion
street
causar	to cause
gentil	gentle/ amiable/ kind
big	alternative spelling of bigue
rick
seguros	safe/ secure (free from danger)
comprou	to buy
fales	to speak/ to talk (to say words out loud)
inverno	winter (the coldest of the four seasons)
vizinhos	neighbouring/ adjacent (located next to something)
tivessem	to be (indicates location in space)
procuro	to search/ to seek/ to look for
achava	to find/ to encounter (to come across something that was unknown…
bate	inflection of bater:
saímos	to exit/ to leave (go away from a certain place or situation)/ to…
texas	Texas (a state in the south-central region of the United States)
diário	daily
digam	to say
apanha	to collect/ gather
divisão	division (act or process of dividing anything)
praticamente	practically (in practice/ in effect)
daquelas	contraction of de + aquele/ literally “of/from that (masculine)”
julie
júri	jury (a group of individuals chosen to hear and decide a case in a…
operações	operation (method by which a device performs its function)
tomates	tomato (fruit of the tomato plant)
ajudou	to help/ aid/ to assist
espelho	mirror (smooth surface/ usually made of glass with reflective…
fumo	to smoke/ to deliberately inhale smoke
limites	limit
dás	to give
chegamos	to arrive (at)/ to reach (to conclude moving to a destination)
rosa	rose (flower)
dom	donation/ gift/ present
padrão	standard
acções	pre-reform spelling (used until 1943 in Brazil and 1990 in…
oliver
secreta	secret
irás	to go (to move to a destination)
ver-me
tenhamos	to have
garoto	a gender-neutral form of garoto/garota
dúvidas	doubt/ uncertainty
conseguiram	to get/ obtain
revista	to search/ to seek
apanhei	to collect/ gather
elevador	something which elevates (agent noun of elevar)
queríamos	to want/ to wish/ to desire
tesouro	treasure (collection of valuable things)
rato	rat (any rodent of the genus Rattus)
st
imagina	to imagine (all senses)
ter-me
amante	loving (affectionate)
pediu-me
vantagem	advantage/ vantage
obra	construction (process of constructing/ building)
cometer	to commit/ practice/ undertake
escute	to listen to/ to hear (to perceive sound)
marinha	feminine singular of marinho
virá	to come (to move towards the speaker or the agent)
crise	crisis
corrente	current/ flow
pedras	stone (as a material)
coincidência	coincidence
veneno	poison (substance harmful to a living organism)
paciência	patience
funcionou	to work/ to function
precisares	to need
deixo	to leave/ to exit (to go out of or away from a place)
feitos	to make
legendagem
livres	free
atitude	attitude/ position
achamos	to find/ to encounter (to come across something that was unknown…
aceita	to accept
